170,D,C,C,B,A,B,B,C,A,B,D,B,B,D,B,D,B,D,D,C,D,A,D,B,B,D,D,B,D,D,D,D,C,B,C,C,B,A,E,D
171,C,D,A,B,D,A,B,C,A,B,D,C,D,C,B,D,B,B,D,C,D,A,D,B,A,B,D,A,D,B,B,D,C,B,D,A,B,A,E,D
172,D,C,B,B,C,B,A,C,B,C,D,B,C,C,B,D,E,D,B,C,C,D,D,D,B,D,B,A,D,B,C,B,C,D,C,B,B,A,E,D
173,D,C,C,B,B,A,B,C,B,B,D,D,D,C,C,D,E,D,D,C,D,A,D,B,B,D,D,A,D,B,A,D,C,B,C,C,B,A,E,D
174,C,D,C,A,A,A,B,C,C,C,D,C,D,C,B,D,E,D,B,C,C,D,D,B,D,D,C,A,D,B,C,D,C,B,A,C,B,C,E,D
175,C,B,D,B,A,A,B,B,A,A,D,B,D,C,A,D,E,B,D,C,D,B,A,B,B,B,D,A,A,B,D,C,B,A,C,C,B,A,E,C
176,C,C,D,B,D,A,B,C,C,B,D,C,D,C,C,D,E,D,D,C,D,B,B,B,B,D,D,A,A,B,D,D,C,B,D,A,B,A,E,D
177,D,C,C,B,B,A,B,C,B,B,D,B,D,C,C,D,E,D,D,C,D,A,D,B,B,D,D,A,D,B,A,D,C,B,C,C,B,A,E,D
178,D,C,C,B,A,A,B,C,D,D,D,B,D,C,B,D,E,D,D,C,D,D,B,B,B,D,D,B,A,B,D,D,C,B,C,A,B,A,E,D
179,D,C,C,B,D,A,B,C,C,B,D,B,D,C,C,D,E,D,D,C,D,B,D,B,B,D,A,B,A,B,D,D,C,B,C,C,B,A,E,D
180,D,C,C,B,A,A,B,C,C,C,D,B,D,C,C,D,E,D,D,C,D,B,D,B,B,C,D,B,D,B,D,D,C,B,C,C,B,A,E,D
181,E,D,B,B,D,A,B,D,C,D,D,E,D,C,C,D,E,D,D,D,D,B,D,B,B,D,A,B,A,B,C,D,C,B,D,C,C,B,E,C
182,C,D,C,B,A,A,B,C,C,A,D,C,D,B,C,D,E,D,D,C,C,B,D,B,B,D,D,A,D,B,D,D,C,B,C,C,C,A,E,D
183,D,C,C,B,C,C,A,C,D,B,D,C,C,B,C,D,E,D,B,C,C,B,D,B,B,D,D,B,D,B,D,D,C,B,C,A,B,A,E,D
184,D,C,C,B,D,A,B,C,C,B,D,C,D,C,C,D,E,D,B,C,D,B,D,B,B,D,D,B,A,B,D,D,C,B,C,A,B,A,E,D
185,D,D,C,B,A,A,B,C,B,B,D,B,D,C,B,D,E,D,B,C,D,B,D,B,B,D,D,A,D,B,B,D,C,D,C,B,C,D,A,C
186,C,C,C,B,C,A,B,C,C,B,D,B,D,C,B,D,E,D,D,D,C,A,D,B,A,D,D,A,D,C,D,D,C,B,C,A,B,C,E,D
187,C,C,C,B,B,A,B,C,C,B,D,C,D,C,C,D,E,D,D,C,D,B,B,B,B,D,D,B,D,B,D,D,C,B,D,A,B,A,E,D
188,D,C,C,B,B,A,B,C,C,B,D,B,D,C,C,D,E,D,D,C,D,B,B,B,B,D,D,B,A,B,D,D,C,B,D,A,B,A,E,D
189,D,C,B,B,D,B,C,C,A,B,D,B,D,C,B,B,E,D,D,C,D,B,D,B,B,D,B,B,A,C,D,D,C,B,C,C,B,A,E,D
190,A,A,A,A,C,A,B,C,B,B,D,B,B,D,B,D,A,A,B,B,C,C,C,D,B,A,A,A,C,C,A,C,C,A,A,C,B,D,E,B
191,D,C,C,A,D,A,B,B,C,C,D,B,D,D,B,D,E,D,D,C,D,B,D,D,B,D,B,B,C,B,D,D,C,B,A,C,B,A,E,D
192,C,C,D,B,A,A,B,C,C,A,D,C,C,C,C,D,B,D,B,B,C,D,B,B,B,D,A,B,D,C,C,D,C,B,D,B,C,C,E,B
193,D,C,C,B,A,A,B,C,C,B,D,B,D,C,C,D,E,D,B,C,D,B,D,B,B,D,D,B,A,D,D,D,C,B,C,A,B,A,E,D
